id,user_input,uri,doi,title,authors,year,citations_gs,citations_wos
14651,,,10.1016/j.procs.2014.08.107,Pruning statistically insignificant association rules in the presence of high-confidence rules in web usage data,"Dimitrijevic, Maja; Bosnjak, Zita",2014,,0
14652,,,10.1007/s10115-015-0911-y,Improving a multi-objective evolutionary algorithm to discover quantitative association rules,"Martinez-Ballesteros, M.; Troncoso, A.; Martinez-Alvarez, F.; Riquelme, J. C.",2016,,0
14653,,,10.1109/icde.2010.5447830,Discovery-Driven Graph Summarization,"Zhang, Ning; Tian, Yuanyuan; Patel, Jignesh M.",2010,,17
14654,,,10.1016/j.chemolab.2011.09.011,Evolutionary association rules for total ozone content modeling from satellite observations,"Martinez-Ballesteros, M.; Salcedo-Sanz, S.; Riquelme, J. C.; Casanova-Mateo, C.; Camacho, J. L.",2011,,3
14655,,,10.1002/widm.1063,Knowledge discovery interestingness measures based on unexpectedness,"Kontonasios, Kleanthis-Nikolaos; Spyropoulou, Eirini; De Bie, Tijl",2012,,10
14656,,,10.1016/j.ins.2016.01.018,Missing value imputation for the analysis of incomplete traffic accident data,"Deb, Rupam; Liew, Alan Wee -Chung",2016,,0
14657,,,10.1080/00207160.2010.543457,A maximum discrimination DEA method for ranking association rules in data mining,"Amin, Gholam R.; Gattoufi, Said; Seraji, E. Rezaee",2011,,5
14658,,,,Building a Topic Hierarchy Using the Bag-of-Related-Words Representation,"Rossi, Rafael Geraldeli; Rezende, Solange Oliveira",2011,,4
14659,,,,A Retrieval Strategy Using the Integrated Knowledge of Similarity and Associations,"Kang, Yong-Bin; Krishnaswamy, Shonali; Zaslavsky, Arkady",2011,,0
14660,,,10.3233/ida-140684,Frequent positive and negative (FPN) itemset approach for outlier detection,"Suhailis, Anis; Kadir, Abdul; Abu Bakar, Azuraliza; Hamdan, Abdul Razak",2014,,0
14661,,,10.1007/s10472-013-9370-x,Boolean factors as a means of clustering of interestingness measures of association rules,"Belohlavek, Radim; Grissa, Dhouha; Guillaume, Sylvie; Nguifo, Engelbert Mephu; Outrata, Jan",2014,,0
14662,,,,Two Measures of Objective Novelty in Association Rule Mining,"Balcazar, Jose L.",2010,,1
14663,,,10.1142/s0219622014500138,Synthesizing Global Association Rules from Different Data Sources Based on Desired Interestingness Metrics,"Ramkumar, Thirunavukarasu; Srinivasan, Rengaramanujam; Hariharan, Shanmugasundaram",2014,,0
14664,,,10.1016/j.patrec.2013.05.027,Speeding up correlation search for binary data,"Duan, Lian; Street, W. Nick; Liu, Yanchi",2013,,2
14665,,,10.1016/j.knosys.2010.07.013,Mining negative generalized knowledge from relational databases,"Wu, Yu-Ying; Chen, Yen-Liang; Chang, Ray-I",2011,,4
14666,,,10.1016/j.neucom.2013.01.056,Selecting the best measures to discover quantitative association rules,"Martinez-Ballesteros, M.; Martinez-Alvarez, F.; Troncoso, A.; Riquelme, J. C.",2014,,7
14667,,,10.1109/icdm.2008.144,Efficient discovery of statistically significant association rules,"Hamalainen, Wilhelmiina; Nykanen, Matti",2008,,15
14668,,,10.1016/j.jnca.2013.02.021,Data summarization for network traffic monitoring,"Hoplaros, Demetris; Tari, Zahir; Khalil, Ibrahim",2014,,5
14669,,,10.1016/j.cageo.2014.12.001,A mutual-information-based mining method for marine abnormal association rules,"Xue Cunjin, None; Song Wanjiao, None; Qin Lijuan, None; Dong Qing, None; Wen Xiaoyang, None",2015,,2
14670,,,10.1016/j.eswa.2011.04.053,Efficient prime-based method for interactive mining of frequent patterns,"Nadimi-Shahraki, Mohammad H.; Mustapha, Norwati; Sulaiman, Md. Nasir; Mamat, Ali",2011,,2
14671,,,,On Optimal Rule Mining: A Framework and a Necessary and Sufficient Condition of Antimonotonicity,"Le Bras, Yannick; Lenca, Philippe; Lallich, Stephane",2009,,6
14672,,,10.1007/s12559-012-9141-8,Connotation in Computational Creativity,"Johnson, Colin G.",2012,,1
14673,,,,Mining Association Rules from Database Tables with the Instances of Simpson's Paradox,"Froelich, Wojciech",2013,,1
14674,,,10.1080/03081079.2013.798901,Data-driven adaptive selection of rule quality measures for improving rule induction and filtration algorithms,"Sikora, Marek; Wrobel, Lukasz",2013,,7
14675,,,10.1007/s11222-013-9404-6,"Evaluation and optimization of frequent, closed and maximal association rule based classification","Shaharanee, I. N. M.; Hadzic, F.",2014,,1
14676,,,,Mining Interesting Infrequent and Frequent Itemsets Based on Minimum Correlation Strength,"Dong, Xiangjun",2011,,4
14677,,,10.1109/tcyb.2013.2257746,A Retrieval Strategy for Case-Based Reasoning Using Similarity and Association Knowledge,"Kang, Yong-Bin; Krishnaswamy, Shonali; Zaslavsky, Arkady",2014,,8
14678,,,,Robustness Measure of Decision Rules,"Ohki, Motoyuki; Inuiguchi, Masahiro",2013,,3
14679,,,10.1016/j.fss.2007.07.018,Fuzzy confirmation measures,"Glass, David H.",2008,,6
14680,,,10.1109/icdmw.2009.56,A Paradigm Shift: Combined Literature and Ontology-Driven Data Mining for Discovering Novel Relations in Biomedical Domain,"Sebastian, Y.; Loh, Brian C. S.; Then, Patrick H. H.",2009,,0
14681,,,10.1109/tevc.2013.2285016,A New Multiobjective Evolutionary Algorithm for Mining a Reduced Set of Interesting Positive and Negative Quantitative Association Rules,"Martin, Diana; Rosete, Alejandro; Alcala-Fdez, Jesus; Herrera, Francisco",2014,,11
14682,,,10.3233/ica-140479,Enhancing the scalability of a genetic algorithm to discover quantitative association rules in large-scale datasets,"Martinez-Ballesteros, Maria; Bacardit, Jaume; Troncoso, Alicia; Riquelme, Jose C.",2015,,1
14683,,,10.1080/08839514.2014.875679,MINING SURPRISING PATTERNS AND THEIR EXPLANATIONS IN CLINICAL DATA,"Kuo, Yen-Ting; Lonie, Andrew; Pearce, Adrian R.; Sonenberg, Liz",2014,,0
14684,,,10.1080/02533839.2012.679064,Mining highly correlated least association rules using scalable trie-based algorithm,"Abdullah, Zailani; Herawan, Tutut; Deris, Mustafa Mat",2012,,7
14685,,,10.1023/a:1022611825350,BOOLEAN FEATURE DISCOVERY IN EMPIRICAL LEARNING,"PAGALLO, G; HAUSSLER, D",1990,,145
14686,,,10.1109/ideas.1998.694360,Mining association rules with weighted items,"Cai, CH; Fu, AWC; Cheng, CH; Kwong, WW",1998,,143
14687,,,10.1016/j.datak.2005.10.004,Mining itemset utilities from transaction databases,"Yao, Hong; Hamilton, Howard J.",2006,,102
14688,,,,Mining market basket data using share measures and characterized itemsets,"Hilderman, RJ; Carter, CL; Hamilton, HJ; Cercone, N",1998,,2
14689,,,10.1017/s0269888905000408,A survey of interestingness measures for knowledge discovery,"McGarry, K",2005,,90
14690,,,,Rule evaluation measures: A unifying view,"Lavrac, N; Flach, P; Zupan, B",1999,,73
14691,,,,A measurement-theoretic foundation of rule interestingness evaluation,"Yao, YY; Chen, YH; Yang, XD",2006,,7
14692,,,,Finding interesting patterns using user expectations,"Liu, B; Hsu, W; Mun, LF; Lee, HY",1999,,65
14693,,,,Evaluation of rule interestingness measures with a clinical dataset on hepatitis,"Ohsaki, M; Kitaguchi, S; Okamoto, K; Yokoi, H; Yamaguchi, T",2004,,39
14694,,,,A Genetic Algorithm-Based Solution for the Problem of Small Disjuncts,"Carvalho, Deborah R.; Freitas, Alex A.",2000,,4
14695,,,,On objective measures of rule surprisingness,"Freitas, AA",1998,,50
14696,,,,Share based measures for itemsets,"Carter, CL; Hamilton, HJ; Cercone, N",1997,,26
14697,,,10.1109/icdm.2002.1184049,Mining optimal actions for profitable CRM,"Ling, CX; Chen, TL; Yang, Q; Cheng, J",2002,,1
14698,,,10.1109/69.553165,What makes patterns interesting in knowledge discovery systems,"Silberschatz, A; Tuzhilin, A",1996,,239
14699,,,10.1109/18.825807,"Minimum description length induction, Bayesianism, and Kolmogorov complexity","Vitanyi, PMB; Li, M",2000,,101
14700,,,10.1023/a:1009744630224,Automatic construction of decision trees from data: A multi-disciplinary survey,"Murthy, SK",1998,,298
14701,,,10.1007/s007780050006,Distance-based outliers: algorithms and applications,"Knorr, EM; Ng, RT; Tucakov, None",2000,,305
14702,,,10.1080/09528139408953790,OVERFITTING REVISITED - AN INFORMATION-THEORETIC APPROACH TO SIMPLIFYING DISCRIMINATION TREES,"FORSYTH, RS; CLARKE, DD; WRIGHT, RL",1994,,5
14703,,,,Objective-oriented utility-based association mining,"Shen, YD; Zhang, Z; Yang, Q",2002,,0
14704,,,,A foundational approach to mining itemset utilities from databases,"Yao, H; Hamilton, HJ; Butz, CJ",2004,,73
14705,,,,Basic association rules,"Li, GC; Hamilton, HJ",2004,,4
14706,,,10.1007/s10994-005-5066-8,On mining summaries by objective measures of interestingness,"Zbidi, N; Faiz, S; Limam, M",2006,,5
14707,,,,Peculiarity oriented multidatabase mining,"Zhong, N; Yao, YY; Ohshima, M",2003,,123
14708,,,10.1023/a:1022419032620,Extracting share frequent itemsets with infrequent subsets,"Barber, B; Hamilton, HJ",2003,,38
14709,,,10.1007/s10994-005-5011-x,ROC 'n' rule learning - Towards a better understanding of covering algorithms,"Furnkranz, J; Flach, PA",2005,,75
14710,,,10.1029/2000jb900389,Large-scale crustal deformation of the Tibetan Plateau,"Shen, F; Royden, LH; Burchfiel, BC",2001,,162
14711,,,,A Late Miocene-Pliocene origin for the Central Himalayan inverted metamorphism,"Harrison, TM; Ryerson, FJ; LeFort, P; Yin, A; Lovera, OM; Catlos, EJ",1997,,194
14712,,,10.1029/98tc01314,Crustal structure of the Himalayan orogen at similar to 90 degrees east longitude from Project INDEPTH deep reflection profiles,"Hauck, ML; Nelson, KD; Brown, LD; Zhao, WJ; Ross, AR",1998,,212
14713,,,10.1016/0040-1951(95)00011-b,A FLOW LAW FOR DISLOCATION CREEP OF QUARTZ AGGREGATES DETERMINED WITH THE MOLTEN-SALT CELL,"GLEASON, GC; TULLIS, J",1995,,239
14714,,,10.1038/387037a0,Implications of crustal property variations for models of Tibetan plateau evolution,"Owens, TJ; Zandt, G",1997,,369
14715,,,10.1029/97tc03386,Yadong cross structure and South Tibetan Detachment in the east central Himalaya (89 degrees-90 degrees E),"Wu, CD; Nelson, KD; Wortman, G; Samson, SD; Yue, YJ; Li, JX; Kidd, WSF; Edwards, MA",1998,,111
14716,,,10.1029/1999tc001147,"Evolution of the Kangmar Dome, southern Tibet: Structural, petrologic, and thermochronologic constraints","Lee, J; Hacker, BR; Dinklage, WS; Wang, Y; Gans, P; Calvert, A; Wan, JL; Chen, WJ; Blythe, AE; McClelland, W",2000,,160
14717,,,10.1029/2000tc001226,"Stratigraphy, structure, and tectonic evolution of the Himalayan fold-thrust belt in western Nepal","DeCelles, PG; Robinson, DM; Quade, J; Ojha, TP; Garzione, CN; Copeland, P; Upreti, BN",2001,,275
14718,,,10.1130/0016-7606(1996)108<0904:icotaa>2.3.co;2,"Isotopic constraints on the age and provenance of the Lesser and Greater Himalayan sequences, Nepalese Himalaya","Parrish, RR; Hodges, KV",1996,,225
14719,,,10.1029/97jb02671,High-temperature deformation of dry diabase with application to tectonics on Venus,"Mackwell, SJ; Zimmerman, ME; Kohlstedt, DL",1998,,280
14720,,,10.1046/j.1525-1314.2000.00283.x,"High-precision geothermobarometry across the High Himalayan metamorphic sequence, Langtang Valley, Nepal","Fraser, G; Worley, B; Sandiford, M",2000,,53
14721,,,10.1029/96tc01791,"Tectonic evolution of the central Annapurna Range, Nepalese Himalayas","Hodges, KV; Parrish, RR; Searle, MP",1996,,333
14722,,,10.1126/science.288.5465.497,Tectonic implications of U-PL zircon ages of the Himalayan orogenic belt in Nepal,"DeCelles, PG; Gehrels, GE; Quade, J; LaReau, B; Spurlin, M",2000,,275
14723,,,10.1016/0040-1951(96)00074-1,Ductile extrusion of the Higher Himalayan Crystalline in Bhutan: Evidence from quartz microfabrics,"Grujic, D; Casey, M; Davidson, C; Hollister, LS; Kundig, R; Pavlis, T; Schmid, S",1996,,292
14724,,,10.1029/2000tc001243,"Crustal reworking at Nanga Parbat, Pakistan: Metamorphic consequences of thermal-mechanical coupling facilitated by erosion","Zeitler, PK; Koons, PO; Bishop, MP; Chamberlain, CP; Craw, D; Edwards, MA; Hamidullah, S; Jan, MQ; Khan, MA; Khattak, MUK; Kidd, WSF; Mackie, RL; Meltzer, AS; Park, SK; Pecher, A; Poage, MA; Sarker, G; Schneider, DA; Seeber, L; Shroder, JF",2001,,146
14725,,,10.1029/96jb00951,Coupling and decoupling of crust and mantle in convergent orogens: Implications for strain partitioning in the crust,"Royden, L",1996,,274
14726,,,10.1111/j.1525-1314.1995.tb00245.x,"AN EVALUATION OF THE INVERTED METAMORPHIC GRADIENT AT LANGTANG NATIONAL-PARK, CENTRAL NEPAL HIMALAYA","MACFARLANE, AM",1995,,62
14727,,,10.1111/j.1525-1314.1992.tb00095.x,"TECTONOTHERMAL EVOLUTION OF THE HIGH HIMALAYAN CRYSTALLINE SEQUENCE, LANGTANG VALLEY, NORTHERN NEPAL","INGER, S; HARRIS, NBW",1992,,113
14728,,,,Himalayan inverted metamorphism and syn-convergence extension as a consequence of a general shear extrusion,"Vannay, JC; Grasemann, B",2001,,156
14729,,,10.1007/978-3-319-34129-3_42,Building the Seshat Ontology for a Global History Databank,"Brennan, Rob; Feeney, Kevin; Mendel-Gleason, Gavin; Bozic, Bojan; Turchin, Peter; Whitehouse, Harvey; Francois, Pieter; Currie, Thomas E.; Grohmann, Stephanie",2016,,0
14730,,,10.1515/geo-2016-0020,Enriching and improving the quality of linked data with GIS,"Iwaniak, Adam; Kaczmarek, Iwona; Strzelecki, Marek; Lukowicz, Jaromar; Jankowski, Piotr",2016,,0
14731,,,10.3233/sw-160232,"Interoperability, Usability, Applicability","Hitzler, Pascal; Janowicz, Krzysztof",2016,,0
14732,,,10.1007/s11704-016-5554-y,A survey of RDF data management systems,"Ozsu, M. Tamer",2016,,0
14733,,,10.1016/j.tcs.2012.06.020,Tracing where and who provenance in Linked Data: A calculus,"Dezani-Ciancaglini, Mariangiola; Horne, Ross; Sassone, Vladimiro",2012,,4
14734,,,10.1016/j.websem.2008.02.005,Quality-driven information filtering using the WIQA policy framework,"Bizer, Christian; Cyganiak, Richard",2009,,34
14735,,,10.1016/j.websem.2011.06.003,Robust and scalable Linked Data reasoning incorporating provenance and trust annotations,"Bonatti, Piero A.; Hogan, Aidan; Polleres, Axel; Sauro, Luigi",2011,,12
14736,,,10.1016/j.websem.2012.02.001,An empirical survey of Linked Data conformance,"Hogan, Aidan; Umbrich, Juergen; Harth, Andreas; Cyganiak, Richard; Polleres, Axel; Decker, Stefan",2012,,32
14737,,,10.4018/ijswis.2014040104,Improving the Quality of Linked Data Using Statistical Distributions,"Paulheim, Heiko; Bizer, Christian",2014,,8
14738,,,10.1016/j.websem.2007.09.005,Towards content trust of web resources,"Gil, Yolanda; Artz, Donovan",2007,,21
14739,,,10.4018/ijswis.2014040103,Improving Curated Web-Data Quality with Structured Harvesting and Assessment,"Feeney, Kevin Chekov; O'Sullivan, Declan; Tai, Wei; Brennan, Rob",2014,,2
14740,,,10.1145/269012.269022,A product perspective on total data quality management,"Wang, RY",1998,,160
14741,,,,A Framework for Evaluating Semantic Metadata,"Lei, Yuangui; Uren, Victoria; Motta, Enrico",2007,,4
14742,,,10.1145/1456650.1456651,Data Fusion,"Bleiholder, Jens; Naumann, Felix",2008,,100
14743,,,10.1016/s0378-7206(02)00043-5,AIMQ: a methodology for information quality assessment,"Lee, YW; Strong, DM; Kahn, BK; Wang, RY",2002,,255
14744,,,,Trust networks on the semantic web,"Golbeck, J; Parsia, B; Hendler, J",2003,,40
14745,,,,Trusting information sources one citizen at a time,"Gil, Y; Ratnakar, None",2002,,12
14746,,,10.1002/int.10074,A conceptual framework and belief-function approach to assessing overall information quality,"Bovee, M; Srivastava, RP; Mak, B",2003,,34
14747,,,,Analyzing Linked Data Quality with LiQuate,"Ruckhaus, Edna; Baldizan, Oriana; Vidal, Maria-Esther",2013,,1
14748,,,10.1016/j.websem.2009.11.003,Modeling and evaluation of trust with an extension in semantic web,"Shekarpour, Saeedeh; Katebi, S. D.",2010,,19
14749,,,,Crowdsourcing Linked Data Quality Assessment,"Acosta, Maribel; Zaveri, Amrapali; Simperl, Elena; Kontokostas, Dimitris; Auer, Soeren; Lehmann, Jens",2013,,12
14750,,,,Signing RDF graphs,"Carroll, JJ",2003,,13
14751,,,,Characterizing the Semantic Web on the Web,"Ding, Li; Finin, Tim",2006,,31
14752,,,10.1145/240455.240479,Anchoring data quality dimensions in ontological foundations,"Wand, Y; Wang, RY",1996,,281
14753,,,,Genetic benefits of a female mating preference in gray tree frogs are context-dependent,"Welch, AM",2003,,69
14754,,,10.1086/316706,"Individual variation in morphological, physiological, and biochemical features associated with calling in spring peepers (Pseudacris crucifer)","Zimmitti, SJ",1999,,20
14755,,,10.1007/s00265-002-0542-7,"Acoustic interactions among male gray treefrogs, Hyla versicolor, in a chorus setting","Schwartz, JJ; Buchanan, BW; Gerhardt, HC",2002,,67
14756,,,,Mating patterns of Bufo raddei from three high altitude populations in southwestern China,"Yu, Tong Lei; Lu, Xin",2012,,2
14757,,,10.1163/017353710x518388,Temporal updating during phonotaxis in male tungara frogs (Physalaemus pustulosus),"Baugh, Alexander T.; Ryan, Michael J.",2010,,0
14758,,,10.1006/hbeh.1999.1540,"Vasotocin maintains multiple call types in the gray treefrog, Hyla versicolor","Tito, MB; Hoover, MA; Mingo, AM; Boyd, SK",1999,,27
14759,,,,TESTS FOR CALL RESTORATION IN THE GRAY TREEFROG HYLA VERSICOLOR,"Schwartz, Joshua J.; Huth, Kenneth; Jones, Sherryll H.; Brown, Robert; Marks, Jacqueline; Yang, Xiaoliang",2010,,4
14760,,,10.1242/jeb.106666,"Female gray treefrogs, Hyla versicolor, are responsive to visual stimuli but unselective of stimulus characteristics","Reichert, Michael S.; Galante, Holland; Hoebel, Gerlinde",2014,,3
14761,,,10.1006/anbe.2000.1473,The influence of age and size on temporal mate signalling behaviour,"Bertram, SM",2000,,35
14762,,,10.1006/anbe.1997.0683,Individual variation in male vocal traits and female mating preferences in Bufo americanus,"Howard, RD; Young, None",1998,,130
14763,,,10.1006/anbe.2001.1880,Pattern recognition and call preferences in treefrogs (Anura : Hylidae): a quantitative analysis using a no-choice paradigm,"Bush, SL; Gerhardt, HC; Schul, J",2002,,60
14764,,,10.1139/cjz-76-3-521,"Results of low-frequency playback of M-sequence noise to humpback whales, Megaptera novaeangliae, in Hawai'i","Frankel, AS; Clark, CW",1998,,28
14765,,,10.1016/j.anbehav.200409.021,Acoustic spectral preferences in two cryptic species of grey treefrogs: implications for mate choice and sensory mechanisms,"Gerhardt, HC",2005,,42
14766,,,10.1016/j.anbehav.2015.08.015,"Why do male and female cane toads, Rhinella marina, respond differently to advertisement calls?","Yasumiba, Kiyomi; Alford, Ross A.; Schwarzkopf, Lin",2015,,0
